,NAME,上開,不,之,也,了,云云,以,伊,似,但,係指,全,其,即,卻,又,只,可,在,地,如,就,得,惟查,把,按,於,旋,是,有,此,殆,為,無,然,爰,的,等語,系爭,縱,而,致,與,茲,著,被,足資,這,還,那
7468,許玉秀,1.0,,86,10.0,,,40.0,,2.0,3.0,,7.0,15,10.0,1.0,1.0,8.0,39.0,31.0,5.0,22.0,10.0,13.0,,,,32,,130.0,35,5,,61,14.0,6.0,,186.0,,19.0,4.0,40,2.0,24.0,,2.0,11.0,,22.0,1.0,3.0
7469,許玉秀,1.0,,64,15.0,,,37.0,,3.0,3.0,,7.0,19,9.0,,,10.0,33.0,29.0,2.0,22.0,13.0,19.0,,,,52,,132.0,42,9,,37,10.0,18.0,,170.0,,7.0,6.0,29,2.0,24.0,,,27.0,,23.0,2.0,4.0
7470,許玉秀,2.0,,86,15.0,,,52.0,,2.0,12.0,1.0,4.0,15,10.0,1.0,3.0,12.0,41.0,32.0,4.0,25.0,11.0,22.0,,,,52,,146.0,36,6,,53,17.0,10.0,2.0,186.0,,10.0,2.0,29,,24.0,,,15.0,,18.0,6.0,2.0
7471,許玉秀,1.0,,68,21.0,,,44.0,,,7.0,1.0,8.0,9,7.0,2.0,2.0,4.0,37.0,34.0,6.0,35.0,7.0,11.0,,,,51,,120.0,33,5,,46,7.0,9.0,4.0,171.0,,9.0,8.0,37,2.0,11.0,,1.0,31.0,,14.0,3.0,3.0
7472,許玉秀,3.0,,76,10.0,,,39.0,,2.0,6.0,,10.0,20,10.0,1.0,1.0,9.0,35.0,29.0,7.0,26.0,8.0,16.0,,,,39,,134.0,33,8,,48,6.0,12.0,,188.0,,17.0,4.0,32,2.0,9.0,,1.0,24.0,,13.0,6.0,6.0
7473,許玉秀,,,70,21.0,,,47.0,,2.0,13.0,,12.0,22,11.0,1.0,1.0,8.0,35.0,29.0,4.0,28.0,11.0,22.0,,,,41,,150.0,31,10,,63,14.0,10.0,1.0,181.0,,17.0,12.0,32,3.0,25.0,,,11.0,,19.0,5.0,2.0
7474,許玉秀,,,98,15.0,,,35.0,,3.0,7.0,1.0,11.0,17,12.0,3.0,,13.0,35.0,36.0,4.0,24.0,10.0,18.0,,,,41,,130.0,33,13,,47,10.0,14.0,1.0,168.0,,14.0,8.0,34,,26.0,,,22.0,,19.0,1.0,1.0
7475,許玉秀,1.0,,62,18.0,,,39.0,,1.0,8.0,2.0,8.0,14,14.0,1.0,,7.0,34.0,22.0,1.0,22.0,10.0,17.0,,,,47,,142.0,42,8,,46,9.0,8.0,,152.0,,14.0,10.0,31,2.0,19.0,,1.0,16.0,,18.0,2.0,5.0
7476,許玉秀,1.0,,54,16.0,,,45.0,,2.0,7.0,,4.0,19,14.0,2.0,,11.0,39.0,22.0,5.0,25.0,8.0,9.0,,,,43,,116.0,49,9,,41,9.0,12.0,1.0,187.0,,16.0,8.0,32,1.0,20.0,,2.0,26.0,,11.0,2.0,6.0
7477,許玉秀,1.0,,72,18.0,,,39.0,,3.0,8.0,,9.0,13,8.0,1.0,,11.0,29.0,32.0,10.0,21.0,14.0,25.0,,,,32,,150.0,42,10,,46,13.0,6.0,,185.0,,13.0,9.0,24,4.0,18.0,,,28.0,,18.0,,5.0
7478,許玉秀,,,94,19.0,,,44.0,,2.0,8.0,,8.0,19,11.0,,,8.0,40.0,39.0,6.0,39.0,7.0,16.0,,,,51,,172.0,33,4,,60,9.0,8.0,1.0,166.0,,11.0,7.0,25,2.0,21.0,,,13.0,,27.0,3.0,4.0
7479,許玉秀,1.0,,44,19.0,,,39.0,,4.0,10.0,1.0,9.0,15,12.0,,1.0,8.0,26.0,26.0,5.0,22.0,10.0,14.0,,,,47,,130.0,38,9,,45,8.0,9.0,,205.0,,19.0,4.0,28,2.0,20.0,,2.0,20.0,,14.0,2.0,3.0
7480,許玉秀,,,76,14.0,,,40.0,,2.0,6.0,,3.0,32,14.0,3.0,,11.0,40.0,22.0,7.0,25.0,15.0,10.0,,,,49,,162.0,46,11,,43,9.0,1.0,,185.0,,8.0,5.0,28,4.0,28.0,,,16.0,,19.0,5.0,
7481,許玉秀,,,102,13.0,,,36.0,,3.0,7.0,1.0,5.0,21,13.0,1.0,,7.0,33.0,25.0,8.0,26.0,7.0,19.0,,,,43,,134.0,38,8,,65,8.0,9.0,,192.0,,7.0,9.0,41,3.0,20.0,,1.0,28.0,,22.0,5.0,3.0
7482,許玉秀,,,86,12.0,,,40.0,,4.0,12.0,,5.0,15,9.0,,,9.0,37.0,22.0,8.0,27.0,13.0,18.0,,,,37,,150.0,24,5,,53,10.0,8.0,,187.0,,18.0,7.0,27,,26.0,,2.0,22.0,,21.0,2.0,1.0
7483,許玉秀,1.0,,72,12.0,,,48.0,,2.0,7.0,4.0,9.0,9,12.0,1.0,3.0,10.0,31.0,25.0,6.0,21.0,11.0,7.0,,,,40,,144.0,30,7,,36,7.0,8.0,,182.0,,18.0,4.0,29,2.0,19.0,,,23.0,,27.0,2.0,3.0
7484,許玉秀,2.0,,74,14.0,,,54.0,,5.0,6.0,1.0,9.0,10,17.0,2.0,1.0,9.0,37.0,21.0,8.0,22.0,8.0,16.0,,,,40,,132.0,35,7,,49,9.0,11.0,1.0,185.0,,17.0,14.0,29,5.0,22.0,,,18.0,,25.0,3.0,4.0
7485,許玉秀,,,78,19.0,,,36.0,,1.0,8.0,,3.0,18,13.0,2.0,,11.0,38.0,29.0,5.0,18.0,10.0,15.0,,,,50,,166.0,36,12,,50,9.0,12.0,1.0,195.0,,13.0,8.0,31,3.0,27.0,,1.0,18.0,,19.0,,3.0
7486,許玉秀,,,58,16.0,,,38.0,,3.0,9.0,2.0,6.0,17,9.0,,1.0,11.0,28.0,28.0,4.0,16.0,11.0,21.0,,,,37,,112.0,36,9,,52,7.0,10.0,,172.0,,8.0,6.0,24,2.0,24.0,,,16.0,,16.0,4.0,2.0
7487,許玉秀,1.0,,84,12.0,,,46.0,,2.0,6.0,2.0,6.0,17,7.0,2.0,2.0,10.0,33.0,18.0,7.0,23.0,9.0,22.0,,,,40,,126.0,35,6,,50,8.0,7.0,,180.0,,14.0,3.0,31,2.0,21.0,,,21.0,,14.0,6.0,1.0
7488,許玉秀,,,86,19.0,,,40.0,,2.0,6.0,,11.0,14,6.0,4.0,,10.0,27.0,29.0,3.0,17.0,9.0,14.0,,,,41,,140.0,28,6,,54,6.0,15.0,1.0,189.0,,10.0,6.0,18,5.0,19.0,,,17.0,,21.0,2.0,3.0
7489,許玉秀,,,54,17.0,,,46.0,,1.0,6.0,2.0,9.0,15,8.0,3.0,1.0,13.0,45.0,27.0,7.0,32.0,6.0,11.0,,,,36,,130.0,31,6,,43,8.0,9.0,1.0,215.0,,20.0,7.0,27,3.0,19.0,,,14.0,,18.0,3.0,4.0
7490,許玉秀,3.0,,78,17.0,,,39.0,,2.0,10.0,,6.0,17,14.0,2.0,,15.0,35.0,19.0,6.0,19.0,7.0,18.0,,,,38,,160.0,36,6,,67,13.0,6.0,,178.0,,17.0,14.0,32,3.0,20.0,,,17.0,,21.0,3.0,4.0
7491,許玉秀,1.0,,58,16.0,,,43.0,,1.0,8.0,1.0,4.0,11,9.0,2.0,,10.0,38.0,37.0,4.0,21.0,7.0,10.0,,,,27,,140.0,24,9,,56,10.0,10.0,,182.0,,9.0,11.0,33,4.0,29.0,,1.0,26.0,,18.0,1.0,6.0
7492,許玉秀,,,54,14.0,,,42.0,,2.0,10.0,1.0,8.0,17,9.0,1.0,,11.0,32.0,30.0,10.0,29.0,9.0,14.0,,,,43,,108.0,36,4,,33,8.0,14.0,1.0,195.0,,8.0,3.0,33,4.0,21.0,,1.0,18.0,,21.0,5.0,7.0
7493,許玉秀,1.0,,80,19.0,,,45.0,,3.0,11.0,1.0,10.0,13,12.0,2.0,,8.0,29.0,26.0,4.0,28.0,8.0,15.0,,,,52,,128.0,30,7,,59,8.0,7.0,,166.0,,11.0,6.0,26,3.0,22.0,,,24.0,,17.0,1.0,2.0
7494,許玉秀,,,72,11.0,,,45.0,,1.0,3.0,,6.0,14,11.0,2.0,1.0,10.0,29.0,21.0,4.0,28.0,10.0,14.0,,,,45,,126.0,22,8,,60,4.0,12.0,,183.0,,10.0,7.0,25,3.0,11.0,,,23.0,,30.0,2.0,7.0
7495,許玉秀,,,66,19.0,,,45.0,,5.0,13.0,4.0,7.0,13,11.0,1.0,,11.0,46.0,24.0,6.0,14.0,9.0,8.0,,,,31,,158.0,43,8,,46,5.0,6.0,1.0,184.0,,14.0,3.0,25,7.0,26.0,,1.0,20.0,,21.0,2.0,2.0
7496,許玉秀,1.0,,74,21.0,,,50.0,,4.0,5.0,1.0,10.0,19,14.0,3.0,2.0,8.0,39.0,31.0,3.0,38.0,10.0,20.0,,,,38,,126.0,30,3,,64,11.0,7.0,2.0,173.0,,10.0,7.0,25,1.0,19.0,,2.0,23.0,,20.0,2.0,
7497,許玉秀,,,88,15.0,,,35.0,,3.0,8.0,1.0,3.0,13,14.0,2.0,1.0,9.0,32.0,23.0,2.0,21.0,3.0,11.0,,,,41,,114.0,39,13,,49,8.0,9.0,,172.0,,8.0,6.0,34,5.0,21.0,,2.0,25.0,,19.0,5.0,4.0
7498,許玉秀,1.0,,40,21.0,,,42.0,,3.0,9.0,,11.0,18,10.0,1.0,,10.0,29.0,23.0,4.0,41.0,9.0,12.0,,,,39,,146.0,32,5,,55,9.0,5.0,,187.0,,22.0,4.0,32,3.0,23.0,,,22.0,,21.0,5.0,4.0
7499,許玉秀,2.0,,76,16.0,,,36.0,,4.0,7.0,,7.0,17,11.0,2.0,1.0,8.0,26.0,26.0,4.0,25.0,11.0,28.0,,,,39,,96.0,43,3,,49,10.0,6.0,,199.0,,11.0,5.0,28,,26.0,,,19.0,,27.0,3.0,1.0
7500,林錫堯,,41.0,384,2.0,1.0,3.0,50.0,,,5.0,3.0,7.0,15,20.0,2.0,2.0,,18.0,10.0,125.0,19.0,18.0,34.0,,,4.0,39,,42.0,67,23,,46,19.0,12.0,1.0,56.0,,50.0,7.0,41,2.0,25.0,1.0,,6.0,,,,
7501,林錫堯,,36.0,358,1.0,2.0,1.0,46.0,,,3.0,4.0,5.0,25,16.0,3.0,5.0,,16.0,7.0,129.0,18.0,18.0,36.0,,,4.0,46,,48.0,58,13,,53,20.0,12.0,1.0,63.0,,48.0,10.0,27,4.0,23.0,1.0,,5.0,,3.0,,
7502,林錫堯,,40.0,390,4.0,2.0,3.0,40.0,,,3.0,,1.0,15,24.0,6.0,2.0,,25.0,8.0,123.0,18.0,16.0,35.0,,,1.0,54,,24.0,69,18,,47,22.0,7.0,1.0,56.0,,49.0,3.0,32,2.0,30.0,2.0,,9.0,,1.0,,
7503,林錫堯,1.0,33.0,372,3.0,3.0,,38.0,,,2.0,1.0,5.0,18,20.0,1.0,2.0,1.0,17.0,9.0,117.0,8.0,17.0,35.0,,1.0,3.0,54,,50.0,60,22,,56,20.0,11.0,3.0,62.0,,38.0,5.0,43,2.0,27.0,1.0,,4.0,,,,
7504,林錫堯,,38.0,352,1.0,2.0,1.0,50.0,,,3.0,5.0,2.0,16,9.0,,,,13.0,9.0,118.0,17.0,17.0,35.0,,1.0,3.0,41,,40.0,62,24,,55,17.0,7.0,1.0,54.0,1.0,47.0,5.0,35,2.0,23.0,,,8.0,,,,
7505,林錫堯,,39.0,374,3.0,5.0,3.0,45.0,,,4.0,6.0,4.0,15,6.0,4.0,,,19.0,7.0,113.0,13.0,11.0,32.0,,1.0,2.0,37,,48.0,63,24,,41,22.0,12.0,3.0,66.0,,48.0,10.0,33,2.0,28.0,2.0,,3.0,,4.0,,
7506,林錫堯,1.0,45.0,354,3.0,2.0,6.0,45.0,,,3.0,2.0,4.0,18,14.0,4.0,1.0,,20.0,11.0,126.0,11.0,25.0,40.0,,,4.0,45,,52.0,64,17,,51,20.0,9.0,1.0,54.0,1.0,47.0,5.0,27,6.0,14.0,2.0,,4.0,,3.0,,
7507,林錫堯,,48.0,394,1.0,5.0,,50.0,,,2.0,2.0,6.0,20,15.0,3.0,5.0,,22.0,9.0,116.0,12.0,16.0,39.0,,1.0,5.0,50,,34.0,62,21,,46,16.0,11.0,,56.0,1.0,43.0,9.0,34,2.0,20.0,1.0,,8.0,,3.0,,
7508,林錫堯,,34.0,380,2.0,2.0,,40.0,,,4.0,4.0,3.0,12,22.0,5.0,3.0,,12.0,18.0,125.0,16.0,20.0,30.0,,1.0,6.0,56,,40.0,58,14,,57,20.0,4.0,1.0,52.0,,42.0,1.0,35,,23.0,1.0,,7.0,,4.0,,
7509,林錫堯,,35.0,370,4.0,7.0,6.0,47.0,,,6.0,1.0,13.0,17,9.0,3.0,2.0,1.0,27.0,9.0,116.0,11.0,9.0,27.0,,1.0,2.0,41,,36.0,51,21,,48,20.0,11.0,3.0,55.0,,49.0,1.0,30,2.0,25.0,,,9.0,,1.0,,
7510,林錫堯,,33.0,354,1.0,2.0,3.0,46.0,,,1.0,1.0,6.0,20,19.0,2.0,4.0,,22.0,8.0,111.0,12.0,25.0,30.0,,,2.0,40,,54.0,65,19,,49,23.0,8.0,1.0,56.0,1.0,50.0,,40,2.0,24.0,2.0,,4.0,,4.0,,
7511,林錫堯,,39.0,358,3.0,3.0,2.0,40.0,,,5.0,3.0,2.0,21,12.0,3.0,2.0,,23.0,7.0,123.0,10.0,24.0,31.0,,,3.0,45,,34.0,69,16,,45,25.0,19.0,,65.0,,43.0,1.0,36,6.0,24.0,1.0,,5.0,,2.0,,
7512,林錫堯,,40.0,368,5.0,2.0,,40.0,,,6.0,4.0,5.0,27,16.0,3.0,1.0,,21.0,8.0,124.0,17.0,20.0,32.0,,,3.0,44,,40.0,67,19,,38,20.0,8.0,1.0,58.0,1.0,49.0,5.0,32,1.0,24.0,1.0,,6.0,,,,
7513,林錫堯,1.0,36.0,358,1.0,2.0,3.0,63.0,,,3.0,1.0,6.0,17,19.0,3.0,,,18.0,12.0,117.0,11.0,23.0,26.0,,,3.0,40,,32.0,61,19,,55,16.0,10.0,1.0,71.0,,45.0,4.0,38,1.0,18.0,1.0,,2.0,,3.0,,
7514,林錫堯,,47.0,346,,4.0,5.0,43.0,,,1.0,3.0,4.0,25,9.0,,1.0,,22.0,10.0,133.0,11.0,24.0,23.0,,1.0,2.0,36,,22.0,62,16,,52,18.0,10.0,1.0,53.0,,39.0,5.0,33,3.0,19.0,1.0,,8.0,,2.0,,
7515,林錫堯,3.0,31.0,388,1.0,3.0,1.0,55.0,,,4.0,2.0,9.0,29,8.0,2.0,4.0,1.0,17.0,8.0,104.0,12.0,16.0,36.0,,,1.0,63,,44.0,69,27,,50,24.0,14.0,,52.0,,62.0,5.0,31,3.0,23.0,2.0,,3.0,,1.0,,
7516,林錫堯,,36.0,408,1.0,3.0,3.0,46.0,,,2.0,1.0,7.0,26,16.0,2.0,1.0,,23.0,11.0,132.0,19.0,18.0,40.0,,,3.0,46,,32.0,52,19,,65,24.0,7.0,4.0,58.0,1.0,42.0,5.0,32,3.0,19.0,4.0,,5.0,,1.0,,
7517,林錫堯,1.0,35.0,390,1.0,4.0,1.0,42.0,,,7.0,1.0,5.0,28,21.0,4.0,3.0,,17.0,8.0,127.0,15.0,17.0,37.0,,,2.0,51,,48.0,67,26,,46,19.0,7.0,,48.0,,46.0,5.0,26,1.0,22.0,2.0,,6.0,,4.0,,
7518,林錫堯,,40.0,396,3.0,3.0,4.0,47.0,,,4.0,1.0,7.0,19,19.0,3.0,3.0,1.0,12.0,5.0,126.0,14.0,16.0,30.0,,1.0,2.0,44,,38.0,54,20,,35,18.0,10.0,2.0,59.0,,40.0,4.0,36,5.0,22.0,1.0,,5.0,,2.0,,
7519,林錫堯,,31.0,350,1.0,1.0,5.0,55.0,,,3.0,1.0,6.0,16,14.0,1.0,3.0,,24.0,12.0,134.0,18.0,18.0,31.0,,,3.0,41,,36.0,69,29,,41,19.0,9.0,3.0,63.0,,39.0,4.0,24,5.0,27.0,3.0,,8.0,,3.0,,
7520,林錫堯,,50.0,370,4.0,2.0,4.0,57.0,,,1.0,2.0,5.0,22,18.0,2.0,2.0,,25.0,8.0,121.0,19.0,16.0,38.0,,,4.0,33,,48.0,57,20,,43,19.0,12.0,,62.0,,52.0,2.0,30,5.0,23.0,1.0,,5.0,,2.0,,
7521,林錫堯,,31.0,372,2.0,1.0,2.0,39.0,,,,2.0,9.0,30,12.0,4.0,3.0,,11.0,10.0,136.0,17.0,24.0,34.0,,,3.0,39,,38.0,54,12,,57,17.0,11.0,1.0,57.0,2.0,59.0,2.0,40,5.0,19.0,,,10.0,,2.0,,
7522,林錫堯,,31.0,376,2.0,3.0,1.0,35.0,,,1.0,1.0,7.0,21,18.0,2.0,1.0,,18.0,10.0,122.0,5.0,15.0,36.0,,,3.0,51,,28.0,66,21,,62,16.0,10.0,2.0,55.0,1.0,46.0,4.0,40,2.0,18.0,,,10.0,,1.0,,
7523,林錫堯,,30.0,356,4.0,,4.0,52.0,,,3.0,1.0,6.0,14,17.0,2.0,1.0,,24.0,7.0,123.0,19.0,19.0,34.0,,,3.0,51,,34.0,67,21,,54,19.0,15.0,,64.0,,55.0,5.0,50,,20.0,2.0,,4.0,,2.0,,
7524,林錫堯,,40.0,402,,3.0,1.0,46.0,,,4.0,1.0,9.0,19,17.0,3.0,2.0,,13.0,8.0,105.0,18.0,14.0,44.0,,,6.0,40,,42.0,73,22,,51,25.0,16.0,1.0,57.0,2.0,46.0,4.0,36,1.0,25.0,2.0,,7.0,,3.0,,
7525,林錫堯,2.0,42.0,408,5.0,2.0,5.0,49.0,,,3.0,1.0,5.0,12,19.0,5.0,3.0,2.0,12.0,5.0,118.0,15.0,12.0,37.0,,,4.0,41,,36.0,51,21,,59,23.0,9.0,2.0,38.0,1.0,56.0,3.0,36,2.0,28.0,1.0,,8.0,,1.0,,
7526,林錫堯,1.0,41.0,408,4.0,4.0,2.0,39.0,,,3.0,1.0,3.0,19,17.0,1.0,1.0,,18.0,6.0,105.0,16.0,14.0,36.0,,1.0,,57,,54.0,50,25,,42,23.0,10.0,,59.0,,55.0,7.0,43,2.0,22.0,,,4.0,,2.0,,
7527,林錫堯,1.0,38.0,366,2.0,1.0,3.0,41.0,,,1.0,2.0,6.0,18,11.0,4.0,2.0,,13.0,10.0,121.0,15.0,18.0,38.0,,1.0,3.0,51,,26.0,61,29,,42,16.0,14.0,3.0,64.0,,58.0,3.0,26,2.0,29.0,,,4.0,,3.0,,
7528,林錫堯,,27.0,396,1.0,2.0,3.0,46.0,,,5.0,1.0,7.0,20,17.0,2.0,3.0,,22.0,12.0,137.0,13.0,16.0,35.0,,,1.0,47,,58.0,55,19,,50,23.0,6.0,2.0,63.0,,56.0,2.0,33,4.0,16.0,1.0,,6.0,,1.0,,
7529,林錫堯,1.0,36.0,368,2.0,4.0,2.0,54.0,,,2.0,1.0,8.0,18,12.0,3.0,1.0,,22.0,12.0,118.0,13.0,28.0,44.0,,,4.0,46,,44.0,69,28,,42,14.0,12.0,1.0,58.0,1.0,39.0,5.0,31,3.0,22.0,1.0,,3.0,,1.0,,
7530,林錫堯,,26.0,382,2.0,3.0,3.0,48.0,,,1.0,1.0,6.0,17,18.0,5.0,3.0,,18.0,12.0,117.0,14.0,14.0,33.0,,1.0,1.0,44,,34.0,64,33,,40,18.0,7.0,2.0,70.0,,39.0,3.0,45,3.0,30.0,1.0,,4.0,,2.0,,
7531,林錫堯,,29.0,372,1.0,4.0,1.0,54.0,,,6.0,3.0,5.0,18,20.0,1.0,3.0,,11.0,16.0,127.0,15.0,19.0,38.0,,,3.0,50,,36.0,57,26,,60,23.0,7.0,2.0,58.0,,43.0,3.0,33,3.0,27.0,1.0,,5.0,,2.0,,
7532,林錫堯,,31.0,354,,4.0,2.0,45.0,,,3.0,5.0,5.0,15,15.0,3.0,3.0,,10.0,7.0,127.0,11.0,17.0,29.0,,,3.0,43,,42.0,52,29,,32,20.0,11.0,1.0,64.0,,53.0,7.0,33,1.0,25.0,,,6.0,,1.0,,
7533,林錫堯,,40.0,344,6.0,3.0,3.0,49.0,,,2.0,5.0,3.0,28,18.0,6.0,2.0,1.0,26.0,17.0,138.0,20.0,17.0,39.0,,1.0,2.0,45,,38.0,61,17,,45,18.0,10.0,4.0,58.0,,46.0,6.0,28,,22.0,,,6.0,,1.0,,
7534,林錫堯,1.0,29.0,390,,,2.0,40.0,,,1.0,2.0,3.0,20,24.0,3.0,1.0,,19.0,3.0,103.0,11.0,14.0,45.0,,1.0,3.0,45,,34.0,65,17,,45,17.0,12.0,2.0,47.0,,63.0,1.0,41,4.0,21.0,2.0,,7.0,,1.0,,
7535,林錫堯,1.0,40.0,416,2.0,1.0,2.0,50.0,,,6.0,1.0,3.0,21,10.0,3.0,,,23.0,10.0,125.0,17.0,19.0,40.0,,,4.0,41,,40.0,57,26,,53,26.0,5.0,,70.0,,52.0,11.0,39,3.0,26.0,,,7.0,,1.0,,
7536,林錫堯,,37.0,388,2.0,4.0,3.0,46.0,,,7.0,1.0,3.0,16,21.0,2.0,2.0,1.0,10.0,4.0,131.0,11.0,11.0,39.0,,,,37,,58.0,45,21,,34,15.0,8.0,,64.0,,42.0,8.0,30,2.0,28.0,4.0,,8.0,,1.0,,
7537,林錫堯,,33.0,348,4.0,1.0,2.0,47.0,,,3.0,3.0,6.0,18,15.0,4.0,1.0,1.0,20.0,17.0,128.0,14.0,19.0,38.0,,,1.0,37,,38.0,71,18,,58,23.0,14.0,1.0,54.0,1.0,40.0,4.0,27,,20.0,2.0,,8.0,,6.0,,
7538,林錫堯,,33.0,338,2.0,5.0,3.0,46.0,,,4.0,1.0,4.0,25,21.0,5.0,4.0,,21.0,5.0,122.0,15.0,22.0,27.0,,1.0,1.0,56,,42.0,64,15,,44,35.0,10.0,3.0,64.0,,51.0,5.0,30,3.0,21.0,1.0,,5.0,,1.0,,
7539,林錫堯,1.0,46.0,370,4.0,2.0,2.0,50.0,,,2.0,2.0,3.0,7,17.0,3.0,3.0,,18.0,10.0,127.0,23.0,15.0,33.0,,,2.0,54,,44.0,68,26,,40,18.0,8.0,2.0,63.0,1.0,47.0,7.0,39,3.0,21.0,,,8.0,,3.0,,
7540,林錫堯,,34.0,398,2.0,1.0,2.0,43.0,,,2.0,1.0,5.0,11,18.0,5.0,4.0,,17.0,7.0,128.0,7.0,22.0,38.0,,,1.0,45,,46.0,64,18,,46,18.0,11.0,4.0,54.0,1.0,38.0,7.0,25,4.0,22.0,1.0,,2.0,,4.0,,
7541,林錫堯,,43.0,356,1.0,2.0,2.0,53.0,,,4.0,1.0,7.0,22,20.0,1.0,2.0,,14.0,12.0,130.0,13.0,16.0,41.0,,,3.0,42,,42.0,61,21,,46,14.0,8.0,,49.0,,50.0,5.0,38,2.0,24.0,1.0,,9.0,,1.0,,
7542,林錫堯,,43.0,390,2.0,3.0,1.0,62.0,,,4.0,2.0,9.0,22,19.0,6.0,5.0,1.0,13.0,12.0,106.0,8.0,21.0,38.0,,,4.0,43,,28.0,67,22,,55,13.0,12.0,2.0,57.0,,43.0,4.0,30,1.0,22.0,,,10.0,,2.0,,
7543,林錫堯,,43.0,384,2.0,2.0,2.0,40.0,,,7.0,,4.0,16,13.0,3.0,2.0,1.0,22.0,7.0,120.0,4.0,12.0,39.0,,,2.0,37,,24.0,65,25,,34,13.0,5.0,2.0,61.0,2.0,52.0,8.0,33,,22.0,1.0,,6.0,,3.0,,
7544,林錫堯,,41.0,394,3.0,1.0,,46.0,,,3.0,1.0,6.0,20,12.0,5.0,4.0,,22.0,10.0,126.0,13.0,21.0,37.0,,,4.0,38,,28.0,58,23,,41,19.0,13.0,1.0,73.0,,47.0,4.0,36,3.0,23.0,1.0,,8.0,,5.0,,
7545,林錫堯,,36.0,392,,1.0,3.0,45.0,,,4.0,3.0,6.0,21,9.0,6.0,1.0,,21.0,7.0,106.0,18.0,16.0,35.0,,,1.0,47,,36.0,63,20,,48,22.0,10.0,2.0,62.0,1.0,55.0,8.0,32,2.0,22.0,,,8.0,,3.0,,
7546,林錫堯,,54.0,406,2.0,1.0,,36.0,,,2.0,2.0,4.0,29,14.0,3.0,4.0,,19.0,10.0,143.0,16.0,22.0,38.0,,,2.0,44,,28.0,66,17,,38,20.0,7.0,2.0,66.0,,51.0,5.0,35,,27.0,1.0,,6.0,,3.0,,
7547,林錫堯,,40.0,394,,2.0,2.0,40.0,,,2.0,5.0,4.0,23,13.0,3.0,3.0,,16.0,4.0,113.0,18.0,24.0,28.0,,,1.0,48,,46.0,76,23,,58,24.0,10.0,1.0,48.0,,45.0,3.0,28,1.0,19.0,3.0,,4.0,,1.0,,
7548,林錫堯,2.0,42.0,364,1.0,1.0,,46.0,,,3.0,2.0,4.0,20,8.0,2.0,5.0,,28.0,11.0,121.0,14.0,23.0,37.0,,1.0,4.0,49,,42.0,51,29,,46,19.0,6.0,4.0,67.0,3.0,56.0,2.0,44,,28.0,2.0,,8.0,,,,
7549,林錫堯,,43.0,366,2.0,2.0,,50.0,,,6.0,1.0,3.0,15,13.0,2.0,1.0,,23.0,7.0,139.0,17.0,34.0,19.0,,,1.0,51,,32.0,58,21,,40,21.0,8.0,1.0,57.0,1.0,50.0,3.0,36,3.0,20.0,,,3.0,,2.0,,
7550,林錫堯,1.0,37.0,456,2.0,6.0,2.0,47.0,,,6.0,1.0,1.0,18,11.0,1.0,4.0,,17.0,14.0,130.0,11.0,18.0,32.0,,,3.0,54,,20.0,59,24,,38,21.0,10.0,,60.0,1.0,38.0,3.0,26,1.0,25.0,1.0,,8.0,,2.0,,
7551,林錫堯,1.0,42.0,394,2.0,3.0,1.0,40.0,,,6.0,,5.0,23,11.0,5.0,5.0,,24.0,9.0,120.0,19.0,36.0,32.0,,,3.0,65,,40.0,61,21,,35,28.0,5.0,1.0,52.0,,41.0,4.0,33,5.0,28.0,1.0,,6.0,,2.0,,
7552,林錫堯,1.0,46.0,336,5.0,4.0,1.0,56.0,,,6.0,2.0,5.0,18,15.0,,4.0,1.0,31.0,9.0,122.0,18.0,18.0,23.0,,,,44,,52.0,70,21,,45,16.0,9.0,1.0,70.0,1.0,42.0,4.0,34,3.0,23.0,2.0,,8.0,,2.0,,
7553,林錫堯,,43.0,414,5.0,8.0,,38.0,,,3.0,2.0,2.0,17,11.0,4.0,1.0,,18.0,6.0,124.0,20.0,21.0,34.0,,1.0,5.0,47,,42.0,61,21,,50,23.0,5.0,,56.0,1.0,49.0,6.0,36,3.0,22.0,2.0,,6.0,,,,
7554,林錫堯,1.0,36.0,394,4.0,2.0,2.0,46.0,,,4.0,5.0,8.0,20,12.0,2.0,1.0,2.0,19.0,10.0,123.0,21.0,20.0,29.0,,2.0,7.0,37,,38.0,51,25,,39,21.0,12.0,2.0,52.0,1.0,50.0,4.0,39,1.0,26.0,2.0,,6.0,,1.0,,
7555,林錫堯,,31.0,354,3.0,3.0,2.0,41.0,,,4.0,1.0,7.0,20,19.0,4.0,,2.0,6.0,12.0,143.0,11.0,16.0,34.0,,1.0,,46,,38.0,70,20,,44,19.0,15.0,3.0,49.0,,50.0,1.0,44,3.0,20.0,,,5.0,,,,
7556,林錫堯,,44.0,348,2.0,1.0,2.0,48.0,,,5.0,3.0,5.0,19,15.0,1.0,1.0,2.0,18.0,8.0,116.0,21.0,24.0,35.0,,,1.0,43,,40.0,61,24,,51,15.0,10.0,1.0,56.0,1.0,41.0,3.0,41,1.0,23.0,,,8.0,,2.0,,
7557,林錫堯,,42.0,320,3.0,4.0,2.0,49.0,,,2.0,1.0,5.0,27,21.0,7.0,,,17.0,8.0,135.0,18.0,24.0,32.0,,2.0,1.0,43,,38.0,56,27,,55,13.0,6.0,1.0,65.0,1.0,42.0,2.0,32,4.0,23.0,,,7.0,,1.0,,
