,NAME,上開,不,之,也,了,云云,以,伊,似,但,係指,全,其,即,卻,又,只,可,在,地,如,就,得,惟查,把,按,於,旋,是,有,此,殆,為,無,然,爰,的,等語,系爭,縱,而,致,與,茲,著,被,足資,這,還,那
0,翁岳生,4.0,47.0,366,,,,30.0,,1.0,2.0,,5.0,57,16.0,3.0,3.0,,2.0,23.0,2.0,16.0,3.0,26.0,,,8.0,58,,16.0,63,29,,63,15.0,7.0,1.0,23.0,,3.0,,26,3.0,46.0,,4.0,1.0,,,,
1,翁岳生,1.0,57.0,380,,,,44.0,,,4.0,,3.0,46,5.0,2.0,1.0,,1.0,20.0,2.0,10.0,5.0,31.0,,,5.0,62,,36.0,63,40,,60,19.0,4.0,1.0,22.0,,3.0,,28,6.0,38.0,,1.0,3.0,,,,
2,翁岳生,1.0,52.0,406,,,,38.0,,,3.0,1.0,2.0,45,9.0,3.0,1.0,,4.0,17.0,2.0,13.0,4.0,24.0,,,7.0,83,,22.0,57,36,,57,14.0,1.0,1.0,15.0,,3.0,,33,4.0,43.0,,5.0,2.0,,,,
3,翁岳生,4.0,48.0,378,,,,44.0,,1.0,1.0,,8.0,51,11.0,4.0,8.0,,7.0,11.0,5.0,15.0,5.0,24.0,,,7.0,73,,38.0,64,31,,56,17.0,8.0,1.0,18.0,,2.0,,25,2.0,41.0,,1.0,,,,,
4,翁岳生,2.0,52.0,342,,,,31.0,,,6.0,1.0,6.0,44,14.0,2.0,,,4.0,17.0,5.0,23.0,4.0,23.0,,,5.0,62,,20.0,67,52,,67,17.0,6.0,2.0,19.0,,4.0,,33,4.0,36.0,,1.0,,,,,
5,翁岳生,2.0,44.0,356,,,,34.0,,,2.0,2.0,3.0,55,11.0,,5.0,,1.0,25.0,3.0,19.0,3.0,25.0,,,7.0,66,,28.0,78,34,,62,14.0,5.0,,19.0,,9.0,,42,3.0,38.0,,1.0,2.0,,,,
6,翁岳生,,44.0,332,,,,31.0,,,1.0,2.0,5.0,50,10.0,4.0,6.0,,5.0,17.0,2.0,13.0,8.0,24.0,,,5.0,56,,24.0,56,29,,62,18.0,4.0,1.0,20.0,,5.0,,30,3.0,41.0,,2.0,,,,,
7,翁岳生,3.0,61.0,342,,,,40.0,,1.0,3.0,,1.0,47,6.0,2.0,2.0,,5.0,18.0,7.0,16.0,8.0,25.0,,,5.0,44,,32.0,58,34,,51,24.0,5.0,1.0,28.0,,5.0,,29,1.0,31.0,,2.0,,,,,
8,翁岳生,1.0,43.0,402,,,,37.0,,1.0,2.0,1.0,2.0,57,7.0,1.0,3.0,,5.0,16.0,2.0,17.0,8.0,29.0,,,6.0,63,,16.0,64,28,,58,20.0,11.0,1.0,22.0,,4.0,,38,2.0,36.0,,2.0,,,,,
9,翁岳生,,51.0,356,,,,41.0,,,4.0,2.0,4.0,56,10.0,4.0,4.0,,3.0,25.0,9.0,14.0,7.0,27.0,,,6.0,72,,32.0,52,24,,56,24.0,5.0,1.0,19.0,,9.0,,43,3.0,32.0,,1.0,,,,,
10,翁岳生,4.0,45.0,346,,,,49.0,,3.0,1.0,,4.0,55,9.0,3.0,9.0,,7.0,19.0,7.0,16.0,5.0,30.0,,,7.0,53,,18.0,59,27,,65,9.0,7.0,,20.0,,7.0,,24,4.0,35.0,,1.0,,,,,
11,翁岳生,2.0,43.0,316,,,,49.0,,2.0,1.0,1.0,5.0,54,11.0,,5.0,,3.0,21.0,2.0,16.0,6.0,36.0,,,5.0,56,,16.0,63,27,,54,16.0,7.0,1.0,17.0,,3.0,,34,7.0,43.0,,2.0,2.0,,,,
12,翁岳生,3.0,43.0,342,,,,47.0,,2.0,1.0,,1.0,49,11.0,1.0,3.0,,6.0,18.0,3.0,22.0,11.0,32.0,,,6.0,76,,28.0,78,39,,59,21.0,8.0,,17.0,,5.0,,32,2.0,40.0,,3.0,,,,,
13,翁岳生,3.0,52.0,398,,,,39.0,,1.0,2.0,1.0,,55,9.0,1.0,4.0,,7.0,10.0,3.0,16.0,6.0,42.0,,,9.0,69,,40.0,74,27,,59,15.0,6.0,2.0,23.0,,4.0,,43,4.0,43.0,,,,,,,
14,翁岳生,2.0,39.0,390,,,,50.0,,1.0,,3.0,1.0,35,7.0,3.0,6.0,,2.0,10.0,2.0,11.0,8.0,29.0,,,8.0,52,,18.0,62,26,,69,26.0,2.0,2.0,17.0,,7.0,,37,4.0,38.0,,2.0,3.0,,,,
15,翁岳生,2.0,42.0,356,,,,49.0,,3.0,4.0,3.0,4.0,44,11.0,2.0,4.0,,8.0,18.0,3.0,11.0,1.0,26.0,,,6.0,57,,14.0,65,33,,56,19.0,4.0,1.0,18.0,,4.0,,36,7.0,41.0,,1.0,1.0,,,,
16,翁岳生,1.0,51.0,374,,,,48.0,,2.0,3.0,,,59,10.0,2.0,1.0,,8.0,18.0,6.0,15.0,3.0,25.0,,,5.0,67,,32.0,57,21,,64,21.0,7.0,,20.0,,5.0,,38,2.0,40.0,,1.0,,,,,
17,翁岳生,4.0,58.0,398,,,,46.0,,1.0,2.0,,1.0,42,5.0,3.0,5.0,,8.0,16.0,4.0,19.0,3.0,24.0,,,5.0,70,,34.0,76,36,,57,16.0,7.0,4.0,18.0,,4.0,,38,1.0,27.0,,,1.0,,,,
18,翁岳生,1.0,44.0,344,,,,39.0,,2.0,2.0,,5.0,51,9.0,2.0,3.0,,4.0,6.0,7.0,23.0,9.0,20.0,,,5.0,66,,18.0,73,34,,61,30.0,2.0,2.0,14.0,,4.0,,35,4.0,41.0,,2.0,,,,,
19,翁岳生,4.0,46.0,318,,,,42.0,,2.0,,1.0,2.0,57,8.0,2.0,3.0,,3.0,15.0,1.0,9.0,4.0,25.0,,,7.0,56,,34.0,69,24,,33,22.0,10.0,,16.0,,5.0,,39,4.0,33.0,,1.0,,,,,
20,翁岳生,1.0,51.0,334,,,,49.0,,3.0,2.0,1.0,1.0,40,7.0,2.0,2.0,,7.0,12.0,4.0,25.0,5.0,18.0,,,9.0,63,,24.0,76,38,,65,19.0,12.0,,14.0,,4.0,,24,6.0,34.0,,1.0,,,,,
21,翁岳生,1.0,39.0,326,,,,49.0,,,1.0,,4.0,56,15.0,1.0,3.0,,5.0,19.0,2.0,15.0,5.0,34.0,,,9.0,58,,36.0,52,32,,62,19.0,7.0,,14.0,,7.0,,27,4.0,42.0,,1.0,2.0,,,,
22,翁岳生,,52.0,416,,,,40.0,,1.0,2.0,,2.0,45,10.0,1.0,6.0,,9.0,20.0,,17.0,11.0,25.0,,,12.0,48,,26.0,63,27,,57,17.0,3.0,,22.0,,1.0,,41,2.0,39.0,,,1.0,,,,
23,翁岳生,3.0,43.0,370,,,,36.0,,1.0,3.0,4.0,5.0,60,8.0,1.0,3.0,,9.0,19.0,3.0,16.0,5.0,28.0,,,10.0,71,,20.0,52,33,,65,19.0,5.0,,29.0,,5.0,,27,4.0,29.0,,1.0,,,,,
24,翁岳生,4.0,44.0,392,,,,46.0,,2.0,1.0,3.0,2.0,38,3.0,1.0,4.0,,6.0,21.0,5.0,18.0,5.0,29.0,,,8.0,62,,30.0,71,37,,55,18.0,8.0,2.0,19.0,,4.0,,30,2.0,31.0,,,2.0,,,,
25,翁岳生,1.0,54.0,336,,,,37.0,,1.0,2.0,,3.0,53,5.0,2.0,3.0,,1.0,21.0,4.0,14.0,6.0,19.0,,,7.0,50,,36.0,64,21,,67,13.0,6.0,2.0,22.0,,3.0,,46,5.0,41.0,,3.0,,,,,
26,翁岳生,6.0,58.0,412,,,,34.0,,,1.0,3.0,4.0,57,11.0,3.0,4.0,,12.0,18.0,6.0,10.0,4.0,33.0,,,6.0,67,,14.0,64,33,,50,23.0,7.0,4.0,26.0,,1.0,,35,1.0,32.0,,2.0,2.0,,,,
27,翁岳生,1.0,36.0,394,,,,36.0,,,1.0,2.0,3.0,66,8.0,2.0,5.0,,3.0,21.0,1.0,15.0,9.0,29.0,,,6.0,49,,32.0,57,24,,58,19.0,6.0,1.0,17.0,,,,40,3.0,45.0,,4.0,,,,,
28,翁岳生,1.0,48.0,342,,,,53.0,,1.0,2.0,2.0,3.0,56,14.0,2.0,4.0,,5.0,21.0,5.0,17.0,5.0,33.0,,,9.0,66,,22.0,65,30,,56,22.0,1.0,4.0,10.0,,5.0,,33,3.0,47.0,,2.0,1.0,,,,
29,翁岳生,2.0,41.0,364,,,,48.0,,1.0,2.0,3.0,1.0,56,13.0,1.0,1.0,,9.0,14.0,4.0,11.0,1.0,22.0,,,6.0,64,,30.0,59,32,,74,20.0,1.0,3.0,29.0,,3.0,,43,3.0,41.0,,1.0,,,,,
30,翁岳生,5.0,63.0,306,,,,39.0,,1.0,6.0,1.0,2.0,46,3.0,3.0,4.0,,4.0,13.0,2.0,11.0,4.0,25.0,,,8.0,62,,12.0,59,46,,68,21.0,8.0,,30.0,,5.0,,39,5.0,47.0,,2.0,1.0,,,,
31,翁岳生,2.0,44.0,364,,,,36.0,,1.0,1.0,,2.0,56,11.0,2.0,1.0,,12.0,15.0,,18.0,4.0,29.0,,,7.0,54,,30.0,79,28,,53,16.0,7.0,1.0,16.0,,10.0,,38,3.0,35.0,,2.0,3.0,,,,
32,翁岳生,3.0,36.0,358,,,,40.0,,,,,2.0,52,10.0,6.0,4.0,,2.0,13.0,1.0,19.0,6.0,20.0,,,4.0,65,,30.0,70,23,,57,19.0,8.0,,20.0,,3.0,,27,1.0,49.0,,1.0,,,,,
33,翁岳生,4.0,44.0,342,,,,42.0,,3.0,4.0,1.0,1.0,49,15.0,2.0,4.0,,10.0,15.0,3.0,18.0,2.0,14.0,,,5.0,66,,30.0,70,35,,66,23.0,4.0,2.0,27.0,,6.0,,29,2.0,41.0,,2.0,,,,,
34,翁岳生,1.0,50.0,390,,,,44.0,,2.0,,,4.0,49,9.0,1.0,8.0,,5.0,15.0,1.0,19.0,3.0,24.0,,,5.0,62,,22.0,65,32,,63,17.0,2.0,1.0,14.0,,4.0,,30,4.0,39.0,,1.0,1.0,,,,
35,翁岳生,,48.0,344,,,,39.0,,1.0,1.0,1.0,5.0,58,11.0,3.0,4.0,,3.0,18.0,2.0,20.0,5.0,27.0,,,6.0,63,,28.0,51,25,,70,16.0,5.0,1.0,21.0,,3.0,,31,3.0,35.0,,4.0,3.0,,,,
36,翁岳生,1.0,49.0,366,,,,40.0,,,8.0,,1.0,57,14.0,1.0,3.0,,8.0,13.0,1.0,9.0,4.0,32.0,,,9.0,66,,32.0,65,38,,60,14.0,12.0,1.0,19.0,,4.0,,35,,45.0,,3.0,3.0,,,,
37,翁岳生,1.0,46.0,358,,,,37.0,,1.0,1.0,,3.0,59,12.0,1.0,2.0,,6.0,23.0,3.0,21.0,10.0,27.0,,,7.0,69,,20.0,70,24,,58,21.0,4.0,2.0,18.0,,3.0,,38,6.0,30.0,,3.0,,,,,
38,翁岳生,1.0,42.0,374,,,,38.0,,3.0,1.0,1.0,4.0,49,7.0,1.0,3.0,,5.0,16.0,1.0,11.0,7.0,28.0,,,7.0,69,,22.0,50,30,,49,21.0,2.0,2.0,17.0,,,,32,1.0,46.0,,2.0,,,,,
39,翁岳生,2.0,56.0,380,,,,45.0,,,1.0,2.0,1.0,58,9.0,2.0,6.0,,4.0,16.0,4.0,19.0,3.0,22.0,,,9.0,66,,18.0,68,37,,60,15.0,5.0,,11.0,,2.0,,33,3.0,43.0,,1.0,2.0,,,,
40,翁岳生,1.0,46.0,382,,,,35.0,,,1.0,1.0,2.0,41,11.0,2.0,3.0,,9.0,24.0,3.0,22.0,5.0,24.0,,,11.0,66,,20.0,69,30,,56,23.0,5.0,1.0,17.0,,5.0,,34,4.0,32.0,,1.0,,,,,
41,翁岳生,3.0,52.0,380,,,,49.0,,3.0,1.0,,3.0,57,11.0,3.0,2.0,,8.0,19.0,5.0,14.0,4.0,26.0,,,9.0,74,,26.0,62,27,,74,25.0,6.0,1.0,17.0,,4.0,,37,5.0,30.0,,1.0,1.0,,,,
42,翁岳生,2.0,51.0,320,,,,48.0,,3.0,5.0,,1.0,69,6.0,2.0,,,6.0,10.0,4.0,11.0,8.0,28.0,,,5.0,60,,20.0,69,28,,57,29.0,3.0,1.0,27.0,,5.0,,34,10.0,34.0,,3.0,,,,,
43,翁岳生,4.0,51.0,408,,,,45.0,,,3.0,1.0,2.0,50,6.0,1.0,4.0,,5.0,21.0,3.0,11.0,5.0,19.0,,,7.0,60,,24.0,70,21,,59,19.0,8.0,1.0,23.0,,2.0,,29,,43.0,,1.0,2.0,,,,
44,翁岳生,4.0,53.0,330,,,,37.0,,1.0,2.0,,1.0,50,6.0,,6.0,,4.0,26.0,,10.0,7.0,21.0,,,8.0,62,,26.0,61,41,,60,28.0,7.0,1.0,26.0,,3.0,,32,5.0,55.0,,1.0,,,,,
45,翁岳生,3.0,36.0,398,,,,54.0,,1.0,2.0,2.0,3.0,50,13.0,4.0,6.0,,4.0,15.0,3.0,25.0,9.0,18.0,,,11.0,70,,42.0,67,29,,71,22.0,6.0,3.0,20.0,,2.0,,30,2.0,36.0,,3.0,,,,,
46,翁岳生,2.0,46.0,318,,,,39.0,,3.0,2.0,,4.0,45,14.0,2.0,9.0,,11.0,20.0,2.0,13.0,5.0,24.0,,,11.0,44,,18.0,68,26,,64,24.0,4.0,1.0,10.0,,3.0,,36,2.0,32.0,,1.0,1.0,,,,
47,翁岳生,,46.0,352,,,,41.0,,3.0,3.0,1.0,2.0,50,6.0,3.0,4.0,,4.0,20.0,5.0,19.0,5.0,18.0,,,4.0,58,,14.0,64,43,,61,12.0,5.0,,11.0,,3.0,,26,3.0,41.0,,6.0,2.0,,,,
48,翁岳生,1.0,60.0,334,,,,29.0,,1.0,1.0,2.0,2.0,48,15.0,1.0,4.0,,3.0,22.0,3.0,11.0,8.0,28.0,,,4.0,68,,22.0,63,42,,55,23.0,7.0,,16.0,,3.0,,40,4.0,34.0,,3.0,,,,,
49,翁岳生,2.0,47.0,368,,,,37.0,,1.0,2.0,,4.0,52,7.0,3.0,4.0,,5.0,17.0,3.0,15.0,5.0,25.0,,,5.0,68,,30.0,79,35,,67,15.0,3.0,1.0,20.0,,5.0,,37,1.0,32.0,,,1.0,,,,
50,翁岳生,4.0,59.0,374,,,,43.0,,,5.0,1.0,,49,13.0,1.0,6.0,,7.0,14.0,2.0,15.0,10.0,28.0,,,5.0,44,,32.0,79,32,,50,18.0,9.0,,18.0,,6.0,,31,3.0,25.0,,,1.0,,,,
51,翁岳生,3.0,52.0,398,,,,35.0,,2.0,6.0,,3.0,54,6.0,1.0,5.0,,8.0,19.0,2.0,13.0,1.0,25.0,,,10.0,72,,18.0,66,29,,54,18.0,3.0,2.0,16.0,,4.0,,27,3.0,46.0,,3.0,,,,,
52,翁岳生,1.0,49.0,304,,,,46.0,,1.0,3.0,,2.0,45,6.0,1.0,7.0,,10.0,23.0,2.0,13.0,6.0,30.0,,,10.0,65,,16.0,64,24,,60,10.0,7.0,2.0,21.0,,3.0,,31,5.0,42.0,,2.0,,,,,
53,翁岳生,3.0,52.0,342,,,,45.0,,1.0,2.0,1.0,6.0,42,10.0,3.0,3.0,,6.0,12.0,,15.0,3.0,24.0,,,3.0,53,,20.0,67,44,,65,20.0,3.0,,20.0,,5.0,,30,4.0,29.0,,1.0,,,,,
54,翁岳生,1.0,47.0,376,,,,37.0,,,1.0,,3.0,58,12.0,4.0,5.0,,8.0,18.0,3.0,13.0,7.0,20.0,,,6.0,63,,30.0,51,39,,71,20.0,8.0,2.0,19.0,,3.0,,42,3.0,39.0,,1.0,,,,,
55,翁岳生,,42.0,364,,,,52.0,,1.0,4.0,1.0,5.0,43,6.0,1.0,4.0,,8.0,21.0,1.0,8.0,8.0,24.0,,,11.0,51,,24.0,76,34,,62,18.0,5.0,2.0,19.0,,6.0,,43,1.0,35.0,,,1.0,,,,
56,翁岳生,,36.0,360,,,,42.0,,2.0,3.0,2.0,2.0,51,8.0,3.0,8.0,,6.0,18.0,4.0,9.0,5.0,18.0,,,7.0,60,,16.0,81,28,,69,11.0,6.0,1.0,19.0,,5.0,,34,2.0,46.0,,4.0,2.0,,,,
57,翁岳生,1.0,46.0,378,,,,38.0,,1.0,1.0,2.0,2.0,44,9.0,2.0,4.0,,7.0,11.0,3.0,17.0,5.0,31.0,,,4.0,45,,24.0,83,32,,53,21.0,6.0,,17.0,,5.0,,33,5.0,37.0,,4.0,2.0,,,,
58,翁岳生,1.0,53.0,380,,,,35.0,,,,,1.0,51,14.0,3.0,6.0,,7.0,18.0,3.0,13.0,1.0,19.0,,,8.0,74,,22.0,73,38,,55,21.0,4.0,,15.0,,3.0,,32,4.0,30.0,,1.0,3.0,,,,
59,翁岳生,1.0,51.0,366,,,,49.0,,1.0,1.0,1.0,5.0,50,11.0,3.0,2.0,,6.0,14.0,2.0,16.0,8.0,30.0,,,5.0,74,,30.0,66,27,,48,22.0,7.0,2.0,25.0,,4.0,,21,,33.0,,4.0,2.0,,,,
60,翁岳生,4.0,45.0,342,,,,35.0,,2.0,3.0,,1.0,52,12.0,1.0,4.0,,6.0,27.0,5.0,14.0,7.0,23.0,,,6.0,70,,14.0,68,33,,63,24.0,6.0,1.0,23.0,,3.0,,35,4.0,35.0,,1.0,1.0,,,,
61,翁岳生,,62.0,328,,,,44.0,,2.0,1.0,,3.0,44,8.0,3.0,7.0,,8.0,12.0,2.0,15.0,8.0,22.0,,,5.0,66,,20.0,61,36,,60,16.0,8.0,1.0,17.0,,2.0,,32,5.0,43.0,,2.0,2.0,,,,
62,翁岳生,1.0,46.0,344,,,,24.0,,,2.0,,,48,11.0,3.0,2.0,,4.0,10.0,3.0,9.0,5.0,32.0,,,7.0,56,,20.0,72,20,,62,19.0,7.0,3.0,13.0,,5.0,,38,2.0,37.0,,1.0,,,,,
63,翁岳生,2.0,49.0,346,,,,39.0,,,2.0,2.0,3.0,67,14.0,1.0,3.0,,6.0,16.0,2.0,15.0,9.0,20.0,,,12.0,64,,26.0,74,27,,54,14.0,9.0,1.0,12.0,,8.0,,38,2.0,36.0,,,,,,,
64,翁岳生,,46.0,350,,,,38.0,,1.0,1.0,,2.0,49,6.0,2.0,3.0,,7.0,17.0,3.0,20.0,4.0,26.0,,,7.0,64,,18.0,53,29,,59,18.0,2.0,,16.0,,7.0,,44,5.0,39.0,,1.0,1.0,,,,
65,翁岳生,,36.0,346,,,,43.0,,1.0,2.0,,3.0,38,9.0,,3.0,,1.0,23.0,2.0,11.0,6.0,22.0,,,11.0,59,,18.0,66,35,,58,19.0,3.0,2.0,20.0,,5.0,,29,3.0,38.0,,,2.0,,,,
66,翁岳生,1.0,47.0,370,,,,49.0,,1.0,,1.0,3.0,55,16.0,1.0,4.0,,4.0,16.0,3.0,12.0,6.0,23.0,,,9.0,63,,26.0,60,23,,53,20.0,6.0,,20.0,,5.0,,38,1.0,38.0,,1.0,1.0,,,,
67,翁岳生,,62.0,340,,,,43.0,,5.0,2.0,1.0,2.0,40,13.0,1.0,4.0,,4.0,15.0,2.0,17.0,4.0,27.0,,,6.0,51,,20.0,76,31,,66,22.0,5.0,1.0,25.0,,6.0,,25,3.0,39.0,,4.0,,,,,
68,翁岳生,5.0,61.0,310,,,,39.0,,,,3.0,3.0,55,14.0,2.0,1.0,,7.0,12.0,2.0,12.0,8.0,31.0,,,9.0,73,,10.0,73,25,,61,23.0,6.0,,27.0,,3.0,,38,2.0,43.0,,,1.0,,,,
69,翁岳生,2.0,54.0,406,,,,48.0,,4.0,2.0,2.0,1.0,59,10.0,1.0,4.0,,4.0,10.0,3.0,17.0,9.0,30.0,,,4.0,51,,22.0,65,32,,52,22.0,9.0,1.0,18.0,,3.0,,26,5.0,38.0,,2.0,,,,,
70,翁岳生,3.0,50.0,382,,,,54.0,,2.0,1.0,2.0,1.0,43,14.0,4.0,4.0,,4.0,16.0,1.0,16.0,6.0,32.0,,,6.0,60,,16.0,55,28,,63,25.0,8.0,1.0,16.0,,2.0,,32,,30.0,,1.0,,,,,
71,翁岳生,4.0,54.0,394,,,,43.0,,2.0,1.0,2.0,,54,12.0,1.0,4.0,,7.0,25.0,5.0,5.0,6.0,24.0,,,4.0,57,,26.0,73,28,,57,17.0,3.0,,14.0,,6.0,,45,3.0,38.0,,1.0,,,,,
72,翁岳生,2.0,42.0,340,,,,40.0,,,3.0,,2.0,62,7.0,3.0,5.0,,7.0,19.0,5.0,12.0,7.0,34.0,,,7.0,58,,30.0,65,23,,59,16.0,7.0,3.0,20.0,,2.0,,38,1.0,48.0,,1.0,3.0,,,,
73,翁岳生,1.0,54.0,314,,,,44.0,,,1.0,1.0,3.0,50,6.0,1.0,5.0,,6.0,24.0,4.0,14.0,9.0,20.0,,,4.0,62,,26.0,78,23,,57,19.0,3.0,5.0,21.0,,3.0,,36,2.0,39.0,,4.0,2.0,,,,
74,翁岳生,4.0,48.0,388,,,,36.0,,,1.0,2.0,2.0,48,5.0,1.0,5.0,,3.0,16.0,,12.0,3.0,27.0,,,9.0,67,,24.0,68,21,,54,18.0,5.0,3.0,18.0,,2.0,,36,3.0,33.0,,,1.0,,,,
75,翁岳生,1.0,48.0,360,,,,53.0,,,,,3.0,38,10.0,2.0,5.0,,6.0,21.0,1.0,20.0,2.0,16.0,,,3.0,62,,26.0,70,29,,58,20.0,6.0,2.0,16.0,,2.0,,35,2.0,28.0,,1.0,3.0,,,,
76,翁岳生,,60.0,352,,,,53.0,,1.0,5.0,,1.0,43,9.0,1.0,3.0,,7.0,14.0,3.0,17.0,9.0,25.0,,,5.0,61,,32.0,66,30,,68,22.0,4.0,,14.0,,2.0,,42,5.0,40.0,,3.0,,,,,
77,翁岳生,4.0,40.0,326,,,,39.0,,,3.0,1.0,4.0,51,15.0,6.0,4.0,,6.0,13.0,4.0,17.0,5.0,19.0,,,12.0,75,,28.0,63,35,,69,18.0,7.0,2.0,23.0,,3.0,,30,5.0,34.0,,1.0,,,,,
78,翁岳生,1.0,46.0,370,,,,47.0,,2.0,2.0,1.0,5.0,60,8.0,4.0,4.0,,9.0,18.0,7.0,10.0,4.0,24.0,,,6.0,76,,22.0,68,25,,66,13.0,4.0,1.0,27.0,,4.0,,35,1.0,39.0,,1.0,1.0,,,,
79,翁岳生,5.0,49.0,334,,,,37.0,,,2.0,,3.0,50,7.0,2.0,7.0,,9.0,24.0,6.0,21.0,3.0,23.0,,,11.0,56,,16.0,74,28,,62,16.0,11.0,3.0,18.0,,3.0,,36,4.0,52.0,,1.0,,,,,
80,翁岳生,1.0,35.0,388,,,,42.0,,,3.0,,6.0,51,12.0,4.0,,,5.0,16.0,1.0,15.0,8.0,24.0,,,4.0,67,,34.0,53,27,,53,21.0,4.0,4.0,22.0,,5.0,,32,8.0,36.0,,2.0,,,,,
81,翁岳生,2.0,61.0,366,,,,39.0,,1.0,1.0,2.0,2.0,55,4.0,4.0,5.0,,11.0,21.0,2.0,17.0,3.0,29.0,,,7.0,67,,22.0,68,31,,63,17.0,4.0,1.0,14.0,,3.0,,45,3.0,26.0,,2.0,,,,,
82,翁岳生,1.0,29.0,368,,,,42.0,,,2.0,3.0,2.0,55,3.0,3.0,6.0,,6.0,14.0,4.0,14.0,6.0,25.0,,,8.0,65,,20.0,62,34,,55,23.0,4.0,1.0,21.0,,7.0,,32,1.0,53.0,,2.0,2.0,,,,
83,翁岳生,2.0,53.0,328,,,,33.0,,2.0,3.0,,2.0,49,9.0,3.0,3.0,,8.0,14.0,1.0,19.0,4.0,27.0,,,6.0,68,,26.0,75,30,,58,14.0,6.0,1.0,17.0,,4.0,,29,2.0,42.0,,1.0,1.0,,,,
84,翁岳生,2.0,45.0,322,,,,43.0,,1.0,3.0,4.0,4.0,49,13.0,3.0,4.0,,4.0,27.0,4.0,16.0,10.0,27.0,,,3.0,68,,22.0,66,29,,69,13.0,4.0,1.0,17.0,,3.0,,36,2.0,40.0,,5.0,,,,,
85,翁岳生,3.0,48.0,378,,,,36.0,,1.0,3.0,1.0,5.0,51,10.0,3.0,6.0,,5.0,14.0,4.0,18.0,2.0,24.0,,,7.0,54,,26.0,75,29,,59,29.0,9.0,,23.0,,5.0,,38,5.0,39.0,,4.0,2.0,,,,
86,翁岳生,2.0,51.0,400,,,,39.0,,,3.0,,4.0,54,10.0,3.0,5.0,,6.0,18.0,1.0,17.0,5.0,32.0,,,12.0,63,,22.0,57,27,,59,19.0,8.0,1.0,11.0,,1.0,,35,1.0,35.0,,1.0,3.0,,,,
87,翁岳生,5.0,49.0,388,,,,45.0,,,1.0,1.0,7.0,50,12.0,1.0,9.0,,4.0,16.0,5.0,19.0,4.0,26.0,,,6.0,63,,16.0,59,31,,55,16.0,7.0,1.0,22.0,,3.0,,34,,35.0,,2.0,,,,,
88,翁岳生,1.0,49.0,350,,,,41.0,,3.0,2.0,1.0,2.0,51,11.0,2.0,2.0,,4.0,22.0,3.0,10.0,3.0,22.0,,,7.0,62,,34.0,64,30,,64,26.0,5.0,,27.0,,6.0,,34,3.0,40.0,,1.0,1.0,,,,
89,翁岳生,3.0,39.0,336,,,,33.0,,1.0,3.0,2.0,3.0,61,10.0,1.0,5.0,,8.0,16.0,3.0,9.0,2.0,18.0,,,9.0,63,,20.0,73,22,,68,15.0,6.0,1.0,18.0,,5.0,,35,3.0,26.0,,2.0,,,,,
90,翁岳生,1.0,56.0,404,,,,48.0,,1.0,2.0,2.0,2.0,46,5.0,1.0,7.0,,3.0,23.0,2.0,10.0,6.0,16.0,,,10.0,66,,16.0,81,25,,65,17.0,8.0,,20.0,,3.0,,31,2.0,44.0,,3.0,2.0,,,,
91,翁岳生,3.0,51.0,364,,,,44.0,,1.0,1.0,,5.0,50,8.0,4.0,5.0,,3.0,18.0,2.0,19.0,3.0,28.0,,,4.0,68,,14.0,72,25,,60,15.0,7.0,1.0,18.0,,4.0,,48,6.0,44.0,,3.0,,,,,
92,翁岳生,2.0,47.0,370,,,,41.0,,2.0,3.0,,2.0,42,10.0,2.0,7.0,,7.0,21.0,6.0,13.0,2.0,23.0,,,5.0,60,,10.0,69,27,,46,21.0,3.0,,29.0,,4.0,,29,2.0,38.0,,5.0,2.0,,,,
93,翁岳生,1.0,47.0,338,,,,44.0,,1.0,2.0,,2.0,56,8.0,2.0,8.0,,7.0,27.0,2.0,17.0,9.0,18.0,,,7.0,69,,24.0,59,36,,60,20.0,8.0,1.0,21.0,,2.0,,28,4.0,38.0,,3.0,1.0,,,,
94,翁岳生,1.0,42.0,372,,,,45.0,,1.0,2.0,,3.0,50,13.0,2.0,4.0,,7.0,15.0,1.0,16.0,1.0,32.0,,,9.0,58,,24.0,66,28,,70,15.0,3.0,3.0,16.0,,4.0,,40,8.0,38.0,,1.0,3.0,,,,
95,翁岳生,1.0,39.0,314,,,,45.0,,,1.0,2.0,2.0,52,11.0,2.0,3.0,,11.0,14.0,2.0,21.0,4.0,25.0,,,7.0,50,,20.0,58,39,,55,17.0,5.0,2.0,20.0,,6.0,,30,4.0,43.0,,2.0,,,,,
96,翁岳生,2.0,49.0,364,,,,32.0,,2.0,,2.0,6.0,42,16.0,1.0,5.0,,10.0,23.0,4.0,18.0,6.0,24.0,,,11.0,57,,28.0,62,30,,65,12.0,7.0,,25.0,,4.0,,26,3.0,29.0,,,1.0,,,,
97,翁岳生,4.0,41.0,390,,,,35.0,,2.0,,1.0,3.0,48,11.0,2.0,3.0,,3.0,18.0,3.0,9.0,5.0,24.0,,,9.0,62,,24.0,62,28,,66,17.0,1.0,,23.0,,3.0,,31,2.0,49.0,,2.0,1.0,,,,
98,翁岳生,2.0,51.0,388,,,,29.0,,,,1.0,5.0,45,9.0,,5.0,,4.0,18.0,3.0,16.0,3.0,19.0,,,7.0,63,,22.0,61,24,,63,22.0,7.0,3.0,20.0,,4.0,,37,4.0,52.0,,2.0,3.0,,,,
