573.0,葉百修
574.0,蔡清遊
575.0,林永謀
576.0,林錫堯
577.0,蔡清遊
578.0,林錫堯
579.0,葉百修
580.0,蔡清遊
581.0,葉百修
582.0,林錫堯
583.0,蔡清遊
584.0,蔡清遊
585.0,蔡清遊
586.0,蔡清遊
587.0,蔡清遊
588.0,林永謀
589.0,葉百修
590.0,林錫堯
591.0,黃茂榮
592.0,蔡清遊
593.0,林錫堯
594.0,蔡清遊
595.0,林錫堯
596.0,蔡清遊
597.0,林錫堯
598.0,蔡清遊
599.0,林錫堯
600.0,賴英照
601.0,蔡清遊
602.0,蔡清遊
603.0,蔡清遊
604.0,林錫堯
605.0,蔡清遊
606.0,賴英照
607.0,蔡清遊
608.0,蔡清遊
609.0,蔡清遊
610.0,黃茂榮
611.0,蔡清遊
612.0,黃茂榮
613.0,蔡清遊
614.0,蔡清遊
615.0,蔡清遊
616.0,廖義男
617.0,蔡清遊
618.0,黃茂榮
619.0,林錫堯
620.0,蔡清遊
621.0,黃茂榮
622.0,林錫堯
623.0,黃茂榮
624.0,蔡清遊
625.0,林永謀
626.0,葉百修
627.0,蔡清遊
628.0,蔡清遊
629.0,蔡清遊
630.0,葉百修
631.0,黃茂榮
632.0,蔡清遊
633.0,黃茂榮
634.0,林錫堯
635.0,蔡清遊
636.0,蔡清遊
637.0,蔡清遊
638.0,賴英照
639.0,葉百修
640.0,蔡清遊
641.0,蔡清遊
642.0,蔡清遊
643.0,林錫堯
644.0,林永謀
645.0,蔡清遊
646.0,林錫堯
647.0,林錫堯
648.0,蔡清遊
649.0,李震山
650.0,黃茂榮
651.0,林永謀
652.0,葉百修
653.0,蔡清遊
654.0,蔡清遊
655.0,蔡清遊
656.0,蔡清遊
657.0,蔡清遊
658.0,黃茂榮
659.0,蔡清遊
660.0,林錫堯
661.0,蔡清遊
662.0,黃茂榮
663.0,黃茂榮
664.0,黃茂榮
665.0,林錫堯
666.0,葉百修
667.0,林錫堯
668.0,蔡清遊
669.0,林錫堯
670.0,葉百修
671.0,林錫堯
672.0,黃茂榮
673.0,林錫堯
674.0,蔡清遊
675.0,葉百修
676.0,葉百修
677.0,葉百修
678.0,蔡清遊
679.0,廖義男
680.0,蔡清遊
681.0,蔡清遊
682.0,林錫堯
683.0,黃茂榮
684.0,蔡清遊
685.0,葉百修
686.0,林錫堯
687.0,蔡清遊
688.0,林錫堯
689.0,葉百修
690.0,林錫堯
